Employee_ID,Department,Job_Title,"Years of Experience",Education_Level,Performance_Score,Projects_Handled,Employee_Satisfaction_Score,Certifications,Skills,Hire_Date
3182,Finance,Specialist,7,Bachelor,4,47,3.1,"IIBA Certified Business Analysis Professional (CBAP), PMI Professional in Business Analysis (PMI-PBA)",Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;SQL;TypeScript;Git;Angular;Spring;AWS;Oracle;PostgreSQL,02-03-2017
3183,Marketing,Analyst,6,PhD,2,23,4.03,"Microsoft Certified: Azure Developer Associate, MCSD: App Builder (Retired but relevant)",HTML/CSS;JavaScript;Node.js;TypeScript;Docker;Git;Express;Vue.js;Couchbase,04-05-2018
3184,Operations,Specialist,2,Bachelor,2,44,3.76,"Chef Certified Developer, Chef Certified Automation Engineer","Bash/Shell;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Node.js;PHP;Python;Scala;SQL;TypeScript;Docker;Git;Kubernetes;Pulumi;Terraform;Angular;ASP.NET;ASP.NET Core ;jQuery;Laravel;Spring;Vue.js;Google Cloud Platform;Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis",07-11-2021
3185,Engineering,Developer,2,Bachelor,4,26,4.98,"Chef Certified Developer, Chef Certified Automation Engineer","C#;HTML/CSS;JavaScript;Node.js;R;Ruby;SQL;TypeScript;Git;Angular;Angular.js;ASP.NET Core ;Express;React.js;Ruby on Rails;Vue.js;AWS;Microsoft Azure;DynamoDB;Microsoft SQL Server",28-01-2022
3186,Legal,Analyst,2,Bachelor,1,2,3.56,"AWS Certified SysOps Administrator, Microsoft Certified: Azure Administrator Associate",Bash/Shell;Java;Python;SQL;Docker;Git;AWS;MySQL,01-02-2022
3187,"Customer Support",Engineer,4,Bachelor,3,4,4.27," AWS Certified Solutions Architect - Professional, Google Professional Cloud Architect",Bash/Shell;Java;JavaScript;Python;Docker;Git;jQuery;React.js;Spring;Elasticsearch;MySQL;PostgreSQL;SQLite,06-01-2020
3188,HR,Engineer,3,Bachelor,4,32,1.47,"AWS Certified DevOps Engineer - Professional, HashiCorp Certified Terraform Associate",Bash/Shell;Ruby;SQL;Git;Oracle,30-11-2020
3189,Finance,Consultant,8,Bachelor,3,45,1.91,"Google Professional Cloud Network Engineer, AWS Certified Advanced Networking - Specialty","Bash/Shell;Go;HTML/CSS;JavaScript;Node.js;Python;TypeScript;Docker;Git;Kubernetes;Terraform;React.js;Vue.js;DigitalOcean;Microsoft Azure;MongoDB;PostgreSQL",24-08-2016
3190,Operations,Developer,8,Bachelor,4,37,3.64,"AWS Certified Security - Specialty, Google Professional Cloud Security Engineer","C#;HTML/CSS;Java;JavaScript;SQL;TypeScript;Git;Xamarin;Angular;ASP.NET;ASP.NET Core ;Microsoft Azure;MariaDB;Microsoft SQL Server;SQLite",16-12-2015
3191,Sales,Developer,1,Bachelor,1,34,4.69,"Siemens NX Certification, Autodesk Fusion 360 CAM Certification","Bash/Shell;C;HTML/CSS;Java;JavaScript;Python;SQL;Git;Flask;jQuery;Vue.js;AWS;DigitalOcean;Google Cloud Platform;Microsoft Azure;MariaDB;MySQL;SQLite",06-12-2022
3192,"Customer Support",Technician,8,Bachelor,3,24,3.21,"CompTIA IT Fundamentals+, AWS Certified Developer - Associate, Microsoft Certified: Azure Fundamentals","Bash/Shell;C#;C++;HTML/CSS;JavaScript;Node.js;TypeScript;Git;Kubernetes;Angular;Angular.js;ASP.NET Core ;Express;React.js;AWS;Google Cloud Platform;Firebase",31-01-2016
3193,Finance,Engineer,5,Bachelor,4,41,2.81,"Autodesk Maya Certified User, Adobe Certified Expert (ACE)","Bash/Shell;JavaScript;Python;SQL;Docker;Git;Kubernetes;Flask;AWS;Google Cloud Platform;Elasticsearch;Firebase;Microsoft SQL Server;PostgreSQL",02-04-2019
3194,HR,Analyst,9,Bachelor,5,21,1.53,"CompTIA A+, Cisco Certified Technician (CCT), Microsoft Certified: Windows Server Hybrid Administrator Associate",Java;Python;Ansible;Docker;Git;Django;Spring;AWS;DigitalOcean;Elasticsearch;MariaDB;MySQL;Oracle;PostgreSQL;Redis,01-04-2015
3195,"Customer Support",Analyst,1,Bachelor,5,30,3.4,"Cisco Certified Network Professional (CCNP), AWS Certified Advanced Networking - Specialty, Juniper Networks Certified Expert (JNCIE)","Bash/Shell;C#;C++;Go;HTML/CSS;Java;JavaScript;Node.js;Python;SQL;TypeScript;VBA;Git;ASP.NET;ASP.NET Core ;DigitalOcean;Cassandra;Elasticsearch;MariaDB;Microsoft SQL Server;PostgreSQL;Redis;SQLite",03-09-2023
3196,Operations,Technician,9,Master,4,28,2.78," CompTIA IT Fundamentals+, Oracle Certified Associate (OCA) - Java, Microsoft Certified: Azure Developer Associate",C#;C++;Python;Git;Django;React.js;AWS,30-01-2015
3197,Sales,Developer,9,Master,5,21,4.01,"Google TensorFlow Developer Certificate, IBM AI Engineering Professional Certificate",HTML/CSS;JavaScript;Node.js;TypeScript;Deno;Docker;Git;Yarn;Angular;Angular.js;Express;FastAPI;Gatsby;React.js;Svelte;Vue.js;AWS;DigitalOcean;Heroku;Firebase;MongoDB;MySQL;PostgreSQL;Redis,10-10-2014
3198,"Customer Support",Analyst,5,Bachelor,4,15,2.11,"Certified Information Systems Auditor (CISA), PMI Professional in Business Analysis (PMI-PBA)",C#;Groovy;PHP;Angular.js,10-10-2018
3199,Sales,Specialist,2,Bachelor,3,34,1.66,"Atlassian Confluence Administrator Certification","Bash/Shell;Go;JavaScript;Node.js;Python;Docker;Git;React.js;Google Cloud Platform;MongoDB;PostgreSQL",06-09-2021
3200,IT,Consultant,5,Bachelor,5,3,2.37,"HashiCorp Certified Consul Associate","C#;HTML/CSS;JavaScript;Node.js;PowerShell;SQL;ASP.NET;jQuery;Vue.js;AWS;Google Cloud Platform;Microsoft Azure;Microsoft SQL Server",16-02-2019
3201,Operations,Technician,6,Bachelor,1,15,2.08,"No direct certification; recommended: Python InstituteÃ¢â‚¬â„¢s PCPP-32-2 (Advanced Python Programming)",Bash/Shell;HTML/CSS;JavaScript;PHP;Git;jQuery;Laravel;Svelte;Vue.js;MySQL;SQLite,17-02-2018
3202,Engineering,Specialist,7,Bachelor,3,3,2.27,"Google Data Analytics Professional Certificate, Microsoft Certified: Power BI Data Analyst Associate",Python;Docker;Git;AWS;MariaDB;PostgreSQL,12-08-2017
3203,IT,Analyst,3,Bachelor,2,13,2.83,"Google Professional Data Engineer, AWS Certified Data Analytics - Specialty","C#;HTML/CSS;VBA;ASP.NET;Microsoft Azure;Microsoft SQL Server",17-07-2021
3204,Finance,Manager,4,Master,5,21,2.16,"Microsoft Certified: Azure Data Engineer Associate, Databricks Certified Data Engineer","Scala;SQL;TypeScript;Docker;Git;Terraform;React.js;AWS;Microsoft Azure;PostgreSQL",18-04-2020
3205,Operations,Analyst,0,Bachelor,2,29,2.04,"DAMA Certified Data Management Professional (CDMP), IBM Certified Data Architect","Java;Matlab;Python;SQL;Docker;Git;IBM Cloud or Watson;PostgreSQL",13-06-2024
3206,HR,Specialist,9,Bachelor,5,46,3.92,"IBM Data Science Professional Certificate, AWS Certified Machine Learning - Specialty",Bash/Shell;Haskell;Rust;Ansible;Docker;Git;Kubernetes;PostgreSQL,21-08-2015
3207,HR,Specialist,5,Bachelor,2,16,2.06,"Oracle Certified Professional (OCP) Database Administrator, Microsoft Certified: Azure Database Administrator Associate","C;Java;Kotlin;Git;Drupal;jQuery;Google Cloud Platform;Microsoft Azure;MySQL;SQLite",02-10-2018
3208,"Customer Support",Engineer,9,Master,4,29,4.05," Datadog Fundamentals Certification","C;C#;Crystal;JavaScript;PHP;PowerShell;Python;SQL;VBA;Git;ASP.NET;ASP.NET Core ;jQuery;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL",02-05-2015
3209,Marketing,Consultant,9,Bachelor,2,22,3.45,"AWS Certified DevOps Engineer - Professional, Google Cloud DevOps Engineer","Assembly;Bash/Shell;C;C++;Dart;HTML/CSS;Java;JavaScript;Matlab;Node.js;PHP;Python;SQL;Docker;Git;Yarn;Django;Express;Flask;Laravel;React.js;Spring;AWS;Google Cloud Platform;Heroku;Firebase;MongoDB;MySQL;SQLite",29-08-2015
3210,Engineering,Developer,8,Bachelor,1,0,2.21,"HashiCorp Certified Terraform Associate, Kubernetes Certified Administrator (CKA), AWS Certified DevOps Engineer","Bash/Shell;Go;JavaScript;Node.js;PHP;SQL;Swift;TypeScript;Docker;Git;Kubernetes;Terraform;Angular;Django;Express;React.js;Symfony;AWS;DigitalOcean;Google Cloud Platform;Oracle Cloud Infrastructure;Elasticsearch;Firebase;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite",21-10-2015
3211,Marketing,Engineer,9,Bachelor,2,45,3.54," SAFe DevOps Practitioner (SDP), AWS Certified DevOps Engineer - Professional",Bash/Shell;C;Git;Puppet;SQLite,01-08-2015
3212,"Customer Support",Analyst,9,Bachelor,4,28,4.04,"Certified DevSecOps Professional (CDP), AWS Certified Security - Specialty",Bash/Shell;JavaScript;Node.js;SQL;TypeScript;Docker;Git;Yarn;Express;React.js;AWS;Heroku;MongoDB;Redis,11-05-2015
3213,Legal,Developer,7,Master,4,48,2.73,"Certified Kubernetes Security Specialist (CKS), GIAC Cloud Security Automation (GCSA)","HTML/CSS;Java;JavaScript;Node.js;Python;SQL;TypeScript;Git;Unity 3D;Yarn;React.js;AWS;Microsoft Azure;MongoDB;MySQL;Oracle;PostgreSQL;Redis",16-01-2017
3214,HR,Specialist,2,Bachelor,4,4,1.98,"Certified Agile Leadership (CAL), PMI Agile Certified Practitioner (PMI-ACP)",C;C++;HTML/CSS;Objective-C;Python;Swift;Docker;Git;MySQL;PostgreSQL;SQLite,15-06-2022
3215,"Customer Support",Developer,2,Bachelor,5,18,2.87,"Docker Certified Associate, Kubernetes Certified Administrator (CKA)","HTML/CSS;Java;JavaScript;Node.js;PHP;SQL;Swift;TypeScript;Docker;Git;Yarn;Angular;Express;Gatsby;React.js;AWS;Google Cloud Platform;Heroku;Elasticsearch;Firebase;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite",18-04-2022
3216,Sales,Specialist,2,Master,4,36,4.47,"Elastic Certified Engineer",HTML/CSS;JavaScript;TypeScript;Git;Yarn;Angular;Angular.js;jQuery;Heroku,20-11-2021
3217,Operations,Consultant,5,Bachelor,5,38,4.43,"Arm Accredited Engineer (AAE), IEEE Certified Embedded Systems Engineer","Go;HTML/CSS;JavaScript;Python;TypeScript;Docker;Flow;Git;Kubernetes;Terraform;Yarn;React.js;AWS;Google Cloud Platform;DynamoDB;Elasticsearch;MongoDB",17-09-2018
3218,Marketing,Developer,2,Bachelor,2,38,3.69,"CompTIA IT Fundamentals+, Microsoft Technology Associate (MTA): Software Development Fundamentals","Assembly;HTML/CSS;Node.js;Python;SQL;Ansible;Docker;Git;Angular;Angular.js;Django;Flask;jQuery;AWS;Microsoft SQL Server;MySQL;PostgreSQL;SQLite",04-03-2022
3219,HR,Analyst,4,Bachelor,1,10,3.39,"Cisco Certified Network Associate (CCNA), Juniper Networks Certified Associate (JNCIA)",Bash/Shell;Groovy;Java;JavaScript;Git;jQuery;Spring;Elasticsearch;MongoDB,14-11-2019
3220,Legal,Technician,5,Bachelor,5,4,4.12,"Google IT Automation with Python, Microsoft Certified: Azure Fundamentals","C#;Git;Microsoft SQL Server",04-05-2019
3221,Finance,Analyst,3,Bachelor,2,26,2.24,"Meta Front-End Developer Certificate, Google Mobile Web Specialist",Bash/Shell;PowerShell;Ansible;Git;DigitalOcean;Oracle;PostgreSQL,18-06-2021
3222,"Customer Support",Manager,2,Bachelor,4,28,2.62,"Kubernetes and Cloud-Native Associate (KCNA), Linux Foundation Certified Kubernetes Security Specialist (CKS)","Java;SQL;Unity 3D;jQuery;MySQL;Oracle",26-10-2021
3223,Marketing,Manager,4,Bachelor,4,1,2.09,"No direct certification; recommended: Certified Kubernetes Security Specialist (CKS), GIAC Cloud Security Automation (GCSA)","C#;C++;HTML/CSS;JavaScript;TypeScript;Git;Xamarin;Yarn;ASP.NET Core ;React.js;MySQL;PostgreSQL",07-09-2019
3224,Operations,Engineer,8,Bachelor,3,41,3.22,"No direct certification; recommended: Kubernetes and Cloud-Native Associate (KCNA)",Bash/Shell;Dart;HTML/CSS;Java;JavaScript;Node.js;PHP;SQL;TypeScript;Git;Express;DigitalOcean;Heroku;MongoDB;MySQL;SQLite,18-01-2016
3225,Sales,Consultant,8,Master,3,30,3.97,"Fortify Security Software Certification, Certified Secure Software Lifecycle Professional (CSSLP)","C#;HTML/CSS;JavaScript;SQL;Git;Xamarin;ASP.NET;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server;PostgreSQL",25-10-2015
3226,"Customer Support",Engineer,1,Master,2,41,2.78," Varies based on framework; recommended: AWS Certified Developer, Google Cloud Professional Developer","Bash/Shell;JavaScript;Ruby;Flow;Git;Kubernetes;React.js;Ruby on Rails;AWS;PostgreSQL;Redis",15-02-2023
3227,Operations,Specialist,2,Bachelor,1,8,4.85,"Meta Front-End Developer Certificate, Google Mobile Web Specialist","C#;HTML/CSS;JavaScript;SQL;Git;ASP.NET;jQuery;Microsoft SQL Server",22-07-2022
3228,Marketing,Engineer,9,Bachelor,1,32,3.42,"AWS Certified Developer - Associate, Meta Full Stack Developer Certificate",Bash/Shell;Java;Python;Rust;SQL;Docker;Git;Elasticsearch,29-04-2015
3229,IT,Manager,4,Bachelor,4,36,1.8,"Oracle Certified Professional (OCP) - Java SE, AWS Certified Developer - Associate","Groovy;Java;Kotlin;Swift;Git;AWS;Google Cloud Platform;Firebase;SQLite",18-09-2019
3230,Engineering,Consultant,9,Bachelor,5,22,4.48,"Python Institute PCEP & PCAP, AWS Certified Developer - Associate","Java;Git;Kubernetes;Spring;AWS;Microsoft Azure;Cassandra;DynamoDB;Firebase;Microsoft SQL Server;PostgreSQL;Redis",14-09-2014
3231,Legal,Manager,8,PhD,2,27,2.09,"Unity Certified Programmer, Unreal Engine Certified Developer","HTML/CSS;JavaScript;Node.js;TypeScript;Docker;Git;Kubernetes;Yarn;jQuery;React.js;AWS;Google Cloud Platform;Microsoft Azure;PostgreSQL",26-10-2015
3232,Finance,Analyst,3,Bachelor,2,40,4.2,"Google Cloud Professional DevOps Engineer","Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;PHP;PowerShell;Python;SQL;TypeScript;Docker;Git;Angular;Flask;Spring;AWS;DynamoDB;Elasticsearch;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis",25-06-2021
3233,"Customer Support",Consultant,8,Master,5,43,4.08,"No direct certification; recommended: Google Cloud Professional DevOps Engineer",Bash/Shell;C;C++;Matlab;Python;VBA;Docker;Git;Django;Flask;MariaDB;MySQL;Oracle;SQLite,27-09-2015
3234,Marketing,Technician,6,PhD,2,22,4.46,"GitHub Certified Developer, GitLab Certified Associate",HTML/CSS;JavaScript;Git;React.js,01-10-2017
3235,HR,Specialist,6,Bachelor,1,21,3.22," GitHub Advanced Security Certification, GitHub Actions Professional",Python;Rust;Docker;Git;Kubernetes;FastAPI;Flask;AWS;MongoDB;PostgreSQL,16-11-2017
3236,IT,Consultant,5,Bachelor,4,3,4.38,"GitLab Certified Associate, GitLab Certified DevOps Professional","C#;Dart;HTML/CSS;JavaScript;Kotlin;Node.js;Objective-C;PHP;PowerShell;Python;Ruby;SQL;Swift;TypeScript;Git;Unity 3D;Angular;Angular.js;Django;Express;Flask;jQuery;React.js;Ruby on Rails;AWS;DigitalOcean;Heroku;Cassandra;DynamoDB;Firebase;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite",15-03-2019
3237,Legal,Specialist,6,Bachelor,2,25,2.18,"No direct certification; recommended: Oracle Certified Professional (OCP) - Java, AWS Certified Developer - Associate","HTML/CSS;JavaScript;Node.js;SQL;TypeScript;Ansible;Deno;Docker;Git;Kubernetes;Yarn;React.js;Vue.js;Google Cloud Platform;Microsoft Azure;MongoDB;MySQL",24-06-2018
3238,Operations,Analyst,5,Bachelor,5,46,2.29,"Grafana Cloud Certified Specialist","Bash/Shell;Dart;HTML/CSS;Java;JavaScript;Kotlin;Node.js;SQL;Docker;Kubernetes;Express;Google Cloud Platform;MongoDB;PostgreSQL",07-11-2018
3239,Marketing,Engineer,7,Bachelor,5,38,2.2,"No direct certification; recommended: Oracle Certified Professional (OCP) - Java, Apache Groovy Developer Certificate",JavaScript;PHP;SQL;Laravel;Vue.js;MySQL,16-07-2017
3240,"Customer Support",Analyst,3,Bachelor,1,31,1.71,"TOGAF Certified Enterprise Architect, IAAP Certified Professional in Accessibility Core Competencies (CPACC)",Bash/Shell;Java;Python;Scala;SQL;Docker;Git;MariaDB;MySQL;Oracle;PostgreSQL,24-03-2021
3241,Legal,Specialist,7,Bachelor,4,6,4.1,"Certified Information Systems Security Professional (CISSP), Certified Ethical Hacker (CEH), CompTIA Security+",HTML/CSS;JavaScript;Python;ASP.NET;AWS,11-04-2017
3242,Marketing,Engineer,5,Master,2,36,2.51,"Nielsen Norman Group UX Certification, Google UX Design Professional Certificate",Bash/Shell;JavaScript;Node.js;Ruby;TypeScript;Chef;Docker;Git;AWS;Couchbase;DynamoDB;Elasticsearch;MongoDB,30-03-2019
3243,"Customer Support",Analyst,7,Bachelor,5,48,1.53,"Apple Certified iOS Developer, Meta iOS Developer Certificate",Bash/Shell;Kotlin;Python;Rust;Git,04-03-2017
3244,HR,Engineer,5,Bachelor,5,17,4.79,"No direct certification; recommended: Kubernetes Certified Administrator (CKA), Certified Kubernetes Security Specialist (CKS)","C;C#;C++;HTML/CSS;Java;JavaScript;Node.js;SQL;TypeScript;Git;ASP.NET;ASP.NET Core ;jQuery;Microsoft Azure;Microsoft SQL Server;MongoDB;MySQL",10-01-2019
3245,Finance,Developer,2,Master,2,23,1.94,"ITIL 4 Managing Professional, Certified Information Technology Manager (CITM)",HTML/CSS;JavaScript;PHP;R;SQL;Docker;Git;jQuery;Heroku;MariaDB;MySQL,11-12-2021
3246,IT,Engineer,1,Bachelor,4,31,4.82,"No direct certification; recommended: ISTQB Certified Tester - Advanced Level, Java Certified Developer",Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;Kotlin;Node.js;PowerShell;Python;SQL;TypeScript;Git;Yarn;Express;jQuery;React.js;Heroku;Firebase;MongoDB,11-01-2023
3247,Sales,Manager,2,Bachelor,4,7,1.4,"Oracle Certified Professional (OCP) - Java SE, AWS Certified Developer - Associate","JavaScript;Python;TypeScript;Ansible;Docker;Git;Kubernetes;Angular;Express;Flask;React.js;Microsoft Azure;Elasticsearch;MongoDB;PostgreSQL",23-01-2022
3248,Operations,Analyst,7,Bachelor,2,15,1.88,"Certified Jenkins Engineer (CJE)","C++;HTML/CSS;Java;JavaScript;Node.js;PHP;SQL;Git;ASP.NET Core ;jQuery;Laravel;AWS;MySQL",29-08-2017
3249,Legal,Manager,6,Bachelor,4,42,2.5,"Atlassian Certified Jira Administrator",C#;HTML/CSS;JavaScript;Node.js;PHP;TypeScript;Docker;Git;jQuery;React.js;Symfony;MySQL,19-06-2018
3250,Engineering,Specialist,3,Bachelor,5,17,4.99,"Google Mobile Web Specialist, Meta Front-End Developer Certificate","Bash/Shell;C#;HTML/CSS;Java;PHP;SQL;Docker;Oracle Cloud Infrastructure;MySQL;Oracle;PostgreSQL",16-02-2021
3251,Operations,Consultant,6,Master,4,21,2.46,"Apple Certified iOS Developer, Meta iOS Developer Certificate",Python;R,26-09-2017
3252,Operations,Analyst,5,Bachelor,3,2,4.46,"No direct certification; recommended: Oracle Certified Professional (OCP) - Java, ISTQB Certified Tester","C#;HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript;Docker;Kubernetes;ASP.NET;ASP.NET Core ;Express;jQuery;React.js;Vue.js;AWS;Microsoft Azure;DynamoDB;Microsoft SQL Server;MySQL",27-02-2019
3253,Operations,Consultant,5,Bachelor,3,22,2.56," Kubernetes Certified Administrator (CKA), Certified Kubernetes Security Specialist (CKS)","Java;JavaScript;Python;Docker;Git;Django;Google Cloud Platform;Microsoft Azure;Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite",20-07-2019
3254,HR,Engineer,1,Bachelor,1,19,3.65,"AWS Certified Machine Learning - Specialty, Google Professional Data Engineer","C++;HTML/CSS;JavaScript;Node.js;Git;Angular;React.js;AWS;Heroku;Microsoft Azure;MySQL;SQLite",11-07-2023
3255,Engineering,Technician,4,PhD,4,8,3.89,"TensorFlow Developer Certificate, Microsoft Certified: Azure AI Engineer Associate","HTML/CSS;JavaScript;Node.js;SQL;TypeScript;Docker;Git;Yarn;Angular;Express;React.js;Vue.js;AWS;Microsoft Azure;DynamoDB;Elasticsearch;MongoDB;PostgreSQL;Redis",28-07-2020
3256,"Customer Support",Manager,4,Bachelor,5,26,2.14,"No direct certification; recommended: Apache Maven Fundamentals, Oracle Certified Professional - Java","Bash/Shell;HTML/CSS;Node.js;PHP;Python;TypeScript;Docker;Git;Kubernetes;Angular;Express;Gatsby;React.js;Svelte;Vue.js;AWS;DigitalOcean;Google Cloud Platform;Microsoft Azure;Firebase;PostgreSQL",25-05-2020
3257,IT,Analyst,5,Master,4,12,2.37,"Google Associate Android Developer, Apple Certified iOS Developer",Python;Git,04-08-2019
3258,Legal,Analyst,5,Bachelor,2,20,3.61,"MuleSoft Certified Developer - Level 1",C;C#;Matlab;Python;Git;AWS;PostgreSQL,19-03-2019
3259,Operations,Consultant,2,Bachelor,2,38,2.26,"Nagios Certified Administrator","Bash/Shell;C#;C++;PowerShell;Python;Git;Microsoft SQL Server;PostgreSQL;SQLite",22-03-2022
3260,Sales,Technician,6,Bachelor,3,17,1.22,"Cisco Certified Network Associate (CCNA), CompTIA Network+",Bash/Shell;Go;HTML/CSS;JavaScript;Node.js;PHP;Python;SQL;Docker;Git;jQuery;Symfony;MariaDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,22-03-2018
3261,Finance,Consultant,3,Bachelor,1,6,3.09," Cisco Certified Network Professional (CCNP), Juniper Networks Certified Associate (JNCIA)",C;C++;Java;Python,22-06-2021
3262,Finance,Developer,8,Bachelor,2,48,2.7,"New Relic Performance Monitoring Certification","Bash/Shell;HTML/CSS;JavaScript;Node.js;Python;Rust;TypeScript;Git;Express;React.js;AWS;DigitalOcean;Microsoft Azure;Elasticsearch;MongoDB;PostgreSQL;Redis",23-09-2015
3263,Finance,Consultant,9,Master,5,15,3.84,"No direct certification; recommended: Sonatype Nexus Administration Training","JavaScript;Node.js;PHP;SQL;TypeScript;Git;Unity 3D;Unreal Engine;Angular;Express;Laravel;React.js;DigitalOcean;Google Cloud Platform;Heroku;Microsoft Azure;DynamoDB;Firebase;MongoDB;PostgreSQL",26-08-2015
3264,Marketing,Technician,7,Bachelor,3,30,4.13,"HashiCorp Certified: Nomad Associate",Bash/Shell;C;Go;Java;Docker;Git;Kubernetes;AWS,25-01-2017
3265,IT,Specialist,7,Bachelor,2,42,2.16,"No direct certification; recommended: Certified Kubernetes Security Specialist (CKS)",Bash/Shell;C;C++;JavaScript;Node.js;PHP;Python;SQL;TypeScript;Docker;Git;Yarn;Django;Express;FastAPI;Flask;React.js;AWS;DigitalOcean;Firebase;MariaDB;MySQL;PostgreSQL;Redis;SQLite,11-01-2017
3266,Operations,Developer,2,Bachelor,4,23,4,"No direct certification; recommended: Certified Jenkins Engineer (CJE), CI/CD Pipelines Specialist","C#;HTML/CSS;JavaScript;Node.js;PowerShell;SQL;VBA;Docker;Git;Kubernetes;Unity 3D;ASP.NET;ASP.NET Core ;Express;jQuery;Microsoft Azure;Microsoft SQL Server;MongoDB",20-08-2022
3267,Marketing,Analyst,1,Master,4,30,2.28," Red Hat Certified Specialist in OpenShift Administration","C;C#;C++;Go;JavaScript;Node.js;Objective-C;Swift;TypeScript;Unity 3D;Unreal Engine;Angular;Google Cloud Platform;Heroku;MariaDB;SQLite",26-05-2023
3268,"Customer Support",Analyst,6,Bachelor,3,9,4.78," Certified OpenStack Administrator (COA)","HTML/CSS;JavaScript;Ruby;SQL;TypeScript;Git;Yarn;React.js;Ruby on Rails;Microsoft Azure;PostgreSQL",04-02-2018
3269,IT,Developer,4,Bachelor,4,3,2.35,"ITIL 4 Foundation, AWS Certified SysOps Administrator","Python;AWS;Microsoft Azure",12-12-2019
3270,Finance,Specialist,3,Bachelor,4,49,3.75,"Oracle Certified Professional (OCP) - Java SE, Oracle Database SQL Certified Associate","Bash/Shell;C;C#;Go;JavaScript;Python;Rust;SQL;TypeScript;Docker;Git;Unreal Engine;Yarn;Django;Express;FastAPI;Flask;React.js;AWS;DigitalOcean;Google Cloud Platform;Microsoft Azure;Elasticsearch;MariaDB;PostgreSQL;Redis;SQLite",23-03-2021
3271,Legal,Specialist,6,Bachelor,1,33,3.44,"Oracle Database SQL Certified Associate","C#;HTML/CSS;JavaScript;SQL;Git;Yarn;ASP.NET;ASP.NET Core ;React.js;Heroku;Microsoft Azure;Microsoft SQL Server",18-10-2017
3272,Legal,Technician,5,Bachelor,1,30,3.35,"HashiCorp Certified: Packer Associate","C#;HTML/CSS;SQL;TypeScript;Git;ASP.NET Core ;jQuery;Microsoft SQL Server;PostgreSQL",16-02-2019
3273,Finance,Specialist,1,Bachelor,3,14,2.01,"Zend Certified PHP Engineer, AWS Certified Developer - Associate","C#;Kotlin;SQL;Docker;Unity 3D;ASP.NET Core ;MariaDB;Oracle;PostgreSQL;Redis;SQLite",31-08-2023
3274,"Customer Support",Manager,8,PhD,4,18,2.11,"Microsoft Certified: Power Platform Developer Associate, Microsoft Certified: Azure Administrator Associate",Bash/Shell;Go;HTML/CSS;Java;JavaScript;Objective-C;SQL;TypeScript;Docker;Git;React.js;AWS;DynamoDB;PostgreSQL,24-12-2015
3275,"Customer Support",Manager,7,Bachelor,1,28,3.43,"TensorFlow Developer Certificate, AWS Certified Machine Learning - Specialty, Google Professional Data Engineer",Java;Spring;Firebase;MySQL;Oracle;SQLite,23-03-2017
3276,IT,Manager,4,Master,4,10,4.08,"Google Professional Data Engineer, AWS Certified Big Data - Specialty","C#;HTML/CSS;JavaScript;Node.js;PHP;SQL;Docker;Git;Laravel;Vue.js;MariaDB;Microsoft SQL Server;MySQL;Redis",15-02-2020
3277,Sales,Specialist,8,Bachelor,1,20,2.5,"Microsoft Certified: Azure Data Scientist Associate, Google Data Analytics Professional Certificate",Bash/Shell;HTML/CSS;JavaScript;Docker;Git;Yarn;Gatsby;Vue.js;Heroku;Firebase;MongoDB;PostgreSQL,17-02-2016
3278,"Customer Support",Developer,9,Master,2,12,2.62,"TensorFlow Developer Certificate, Microsoft Certified: Azure AI Engineer Associate","HTML/CSS;JavaScript;PHP;TypeScript;Git;Gatsby;React.js;Vue.js;DigitalOcean;Google Cloud Platform;Heroku;Microsoft Azure;Firebase;MySQL;PostgreSQL",07-02-2015
3279,HR,Consultant,3,Bachelor,4,11,1.67," Certified Scrum Product Owner (CSPO), PMI Agile Certified Practitioner (PMI-ACP)","HTML/CSS;JavaScript;Node.js;TypeScript;Docker;Git;Yarn;Express;Laravel;React.js;Vue.js;DigitalOcean;Microsoft Azure;MongoDB;MySQL;Redis",07-11-2020
3280,Engineering,Engineer,6,Master,3,14,1.12," ITIL 4 Foundation, AWS Certified SysOps Administrator",Bash/Shell;C;HTML/CSS;JavaScript;PHP;SQL;Ansible;Docker;Git;Yarn;Angular.js;Gatsby;jQuery;React.js;Symfony;AWS;Heroku;Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;Redis,30-11-2017
3281,Sales,Specialist,4,Bachelor,3,3,2.94," ITIL 4 Foundation, AWS Certified SysOps Administrator","C#;HTML/CSS;Java;JavaScript;SQL;React.js;AWS;Microsoft SQL Server",22-07-2020
